Date,Open,High,Low,Close,Adj Close,Volume
2022-12-03,1282.235718,1289.018311,1226.146362,1235.623779,1235.623779,2754
2022-12-04,1236.730957,1276.612061,1235.070679,1275.548828,1275.548828,42699
2022-12-05,1274.760742,1296.948486,1237.318848,1246.224121,1246.224121,199474
2022-12-06,1246.224121,1259.807373,1230.318604,1258.747925,1258.747925,6315
2022-12-07,1259.221436,1261.587646,1202.128540,1229.376953,1229.376953,2145
2022-12-08,1229.376953,1279.177856,1211.724609,1267.765381,1267.765381,1595
2022-12-09,1267.765381,1278.502563,1245.612915,1248.213135,1248.213135,4171
2022-12-10,1249.571655,1267.276978,1248.628296,1253.863159,1253.863159,1155
2022-12-11,1253.863159,1271.835938,1244.380005,1248.189941,1248.189941,274
2022-12-12,1248.189941,1271.765869,1229.266479,1269.801636,1269.801636,2451
2022-12-13,1269.895386,1329.208130,1244.293701,1307.003784,1307.003784,55474
2022-12-14,1307.505859,1333.546143,1289.754517,1293.787354,1293.787354,193
2022-12-15,1294.961060,1297.308716,1247.377808,1255.223999,1255.223999,2025
2022-12-16,1255.405518,1267.915039,1147.588501,1156.923828,1156.923828,1547
2022-12-17,1156.377808,1173.812500,1142.975708,1147.279297,1147.279297,592
2022-12-18,1147.507568,1187.680176,1146.756226,1170.455078,1170.455078,42979
2022-12-19,1170.455078,1181.110596,1141.421143,1150.073608,1150.073608,991
2022-12-20,1150.073608,1214.122314,1144.972412,1204.557373,1204.557373,19859
2022-12-21,1203.883911,1209.494019,1195.835449,1202.243896,1202.243896,24673
2022-12-22,1202.820679,1221.166504,1175.555298,1207.081055,1207.081055,355
2022-12-23,1206.265869,1223.419067,1203.093506,1208.526123,1208.526123,13875
2022-12-24,1208.263916,1224.703735,1206.980347,1215.158325,1215.158325,3157
2022-12-25,1215.158325,1218.214111,1198.542236,1207.319824,1207.319824,0
2022-12-26,1207.319824,1216.148804,1203.280151,1215.002441,1215.002441,7966
2022-12-27,1214.839233,1219.938110,1191.471802,1198.043945,1198.043945,401
2022-12-28,1197.895264,1203.302246,1171.761353,1180.958740,1180.958740,407
2022-12-29,1180.958740,1196.960815,1177.372070,1192.553589,1192.553589,19774
2022-12-30,1192.553589,1193.600098,1175.046875,1185.689453,1185.689453,101385
2022-12-31,1186.454224,1194.326660,1174.323975,1182.443848,1182.443848,2165
2023-01-01,1183.150146,1215.978638,1179.164429,1183.439575,1183.439575,3848
2023-01-02,1183.439575,1231.677612,1163.032837,1207.402954,1207.402954,2651
2023-01-03,1206.834839,1213.993896,1188.508057,1203.744019,1203.744019,7469
2023-01-04,1203.744019,1274.775879,1202.799194,1243.866821,1243.866821,4287
2023-01-05,1243.203491,1263.936401,0.000000,1229.526123,1229.526123,4822
2023-01-06,1229.248901,1275.365234,1210.657959,1257.470581,1257.470581,28628
2023-01-07,1258.326782,1277.788574,1245.030762,1256.294189,1256.294189,54857
2023-01-08,1257.158813,1293.829468,1250.621338,1293.829468,1293.829468,150044
2023-01-09,1288.747559,1343.404541,1280.182861,1320.114014,1320.114014,1217609
2023-01-10,1321.151489,1343.070557,1308.728638,1335.404785,1335.404785,18193
2023-01-11,1335.404785,1389.119141,1313.711548,1388.007690,1388.007690,194064
2023-01-12,1401.686646,1428.630005,1367.367432,1406.454468,1406.454468,1864
2023-01-13,1406.500122,1463.039429,1379.507690,1451.157349,1451.157349,8523
2023-01-14,1451.202881,1572.000122,1423.640259,1545.185547,1545.185547,4548
2023-01-15,1545.337524,1563.265015,1512.420044,1551.574341,1551.574341,16956
2023-01-16,1552.460693,1589.933228,1523.241821,1567.316040,1567.316040,2035
2023-01-17,1567.316040,1592.618652,1540.100342,1546.720825,1546.720825,3262
2023-01-18,1544.772705,1603.893433,1481.117554,1506.577271,1506.577271,10628
2023-01-19,1508.134644,1561.270630,1506.513916,1546.444946,1546.444946,10554
2023-01-20,1546.632080,1681.484985,1538.351685,1681.484985,1681.484985,7745
2023-01-21,1682.259399,1682.259399,1613.209473,1613.690186,1613.690186,3221
2023-01-22,1614.865356,1653.110596,1598.454468,1623.301636,1623.301636,94297
2023-01-23,1622.325562,1640.163574,1591.769409,1621.109375,1621.109375,8420
2023-01-24,1619.982300,1641.096069,1536.853271,1547.698120,1547.698120,2345
2023-01-25,1547.791626,1629.361206,1495.052002,1590.981201,1590.981201,846
2023-01-26,1591.953247,1626.238281,1557.714355,1595.477295,1595.477295,6487
2023-01-27,1594.607178,1615.784790,1547.365234,1590.399048,1590.399048,3547
2023-01-28,1590.054199,1598.996460,1550.876831,1565.009888,1565.009888,2932
2023-01-29,1565.009888,1650.907959,1558.783569,1625.829468,1625.829468,9316
2023-01-30,1625.863647,1635.886963,1534.683228,1558.908081,1558.908081,99469
2023-01-31,1558.508179,1595.894531,1554.878052,1581.161743,1581.161743,3453
2023-02-01,1580.345459,1653.905518,1548.357788,1630.480103,1630.480103,59800
2023-02-02,1630.437744,1704.064697,1630.417114,1636.495361,1636.495361,5842
2023-02-03,1637.125488,1662.702637,1616.062500,1655.817505,1655.817505,12712
2023-02-04,1655.909424,1693.524048,1638.621460,1657.823730,1657.823730,13198
2023-02-05,1659.319702,1670.164795,1591.992554,1625.319092,1625.319092,37640
2023-02-06,1625.462769,1661.527710,1586.615234,1604.507935,1604.507935,5544
2023-02-07,1603.272095,1679.700562,1599.712402,1657.328003,1657.328003,1007873
2023-02-08,1658.217285,1698.051636,1604.604858,1644.779663,1644.779663,4231
2023-02-09,1646.057007,1668.196411,1519.071655,1534.350220,1534.350220,7144
2023-02-10,1525.466064,1553.163452,1485.482666,1502.485596,1502.485596,3249
2023-02-11,1502.412476,1534.035645,1495.689087,1530.726318,1530.726318,10616
2023-02-12,1530.297363,1547.701660,1492.023560,1503.989990,1503.989990,11485
2023-02-13,1505.040161,1520.452515,1454.703247,1497.344482,1497.344482,1007
2023-02-14,1498.360840,1561.728271,1486.009888,1547.380127,1547.380127,6990
2023-02-15,1546.855347,1667.408691,1533.563477,1665.405884,1665.405884,19536
2023-02-16,1666.092773,1742.417603,1626.314697,1629.146851,1629.146851,1633
2023-02-17,1631.825562,1717.260132,1623.246460,1688.726685,1688.726685,1464
2023-02-18,1688.726685,1702.268433,1669.989380,1681.903076,1681.903076,10173
2023-02-19,1682.684937,1709.249390,1652.238770,1667.700684,1667.700684,23544
2023-02-20,1668.895996,1725.179810,1642.545044,1724.476318,1724.476318,2386
2023-02-21,1724.440674,1727.033325,1628.841064,1649.175415,1649.175415,7109
2023-02-22,1650.066284,1657.124634,1585.166992,1633.616943,1633.616943,31070
2023-02-23,1634.479736,1671.875854,1623.458618,1649.192261,1649.192261,20455
2023-02-24,1649.192261,1650.432983,1569.823975,1599.253662,1599.253662,546
2023-02-25,1599.253662,1599.999146,1554.224487,1588.425171,1588.425171,14955
2023-02-26,1588.415771,1646.433716,1581.354370,1643.573853,1643.573853,3628
2023-02-27,1642.925415,1672.276978,1601.546631,1625.984497,1625.984497,4295
2023-02-28,1627.195190,1655.445679,1593.128906,1599.101440,1599.101440,14486
2023-03-01,1599.233154,1663.846680,1593.234863,1659.448120,1659.448120,2134
2023-03-02,1659.286865,1671.619141,1611.766479,1641.185913,1641.185913,6469
2023-03-03,1640.648682,1641.965088,1539.445801,1558.944336,1558.944336,1694
2023-03-04,1559.169800,1577.085449,1540.853394,1557.865234,1557.865234,304
2023-03-05,1557.683838,1578.803345,1546.820313,1556.369995,1556.369995,11768
2023-03-06,1556.171143,1609.727051,1546.461670,1603.272217,1603.272217,682
2023-03-07,1603.865601,1618.827881,1530.923950,1553.408813,1553.408813,2741
2023-03-08,1552.449707,1560.527466,1509.102661,1510.854858,1510.854858,12236
2023-03-09,1511.577759,1537.675903,1404.273315,1427.923706,1427.923706,1019
2023-03-10,1428.593140,1443.344727,1367.122070,1428.376953,1428.376953,13338
2023-03-11,1428.435669,1545.058350,1399.013550,1483.503418,1483.503418,11350
2023-03-12,1482.718628,1587.172241,1453.933594,1579.250977,1579.250977,35980
2023-03-13,1580.351074,1694.669312,1562.867432,1681.799438,1681.799438,4491
2023-03-14,1682.977417,1772.964722,1662.179932,1694.958984,1694.958984,69283
2023-03-15,1695.221436,1714.058228,1606.986938,1650.522461,1650.522461,15813
2023-03-16,1649.803223,1689.277588,1632.545776,1671.867554,1671.867554,3358
2023-03-17,1673.720703,1790.637817,1662.902954,1783.342773,1783.342773,8486
2023-03-18,1784.203857,1828.104492,1749.560669,1751.960205,1751.960205,37136
2023-03-19,1751.960205,1846.749268,1751.960205,1773.999023,1773.999023,1403
2023-03-20,1774.701660,1792.434570,1720.918335,1726.104736,1726.104736,21857
2023-03-21,1726.696167,1832.088745,1720.085938,1799.499146,1799.499146,6667
2023-03-22,1800.343140,1809.927002,1708.056396,1729.636353,1729.636353,2656
2023-03-23,1729.846802,1845.825806,1724.436157,1800.814697,1800.814697,23606
2023-03-24,1800.814697,1813.729248,1720.755737,1740.504883,1740.504883,16407
2023-03-25,1741.180908,1758.712524,1716.015503,1740.082031,1740.082031,1037
