totalRewardsWithFees,totalPooledEtherBefore,totalPooledEtherAfter,totalSharesBefore,totalSharesAfter,block,blockTime,transactionIndex,totalRewards
509515649590000000000,4231813970922699659916613,4232323486572289659916613,3931676675976595150990776,3931724008722276534598161,15034341,1656332603,11,458564084631000000014
510966977235000000000,4231170947518655193320761,4231681914495890193320761,3931506512809497923418131,3931553985523572618029401,15028938,1656245963,225,459870279511500000013
510644368001000000000,4230357445291740603308095,4230868089659741603308095,3931177656370491868237912,3931225104268093423840883,15023677,1656159842,9,459579931200900000017
512687507881000000000,4229678617182923171316658,4230191304690804171316658,3930975622666050012924752,3931023265582795150141562,15018241,1656073173,213,461418757092900000014
510120434108000000000,4227878494123210929506135,4228388614557318929506135,3929729311432822873449482,3929776720968454162951088,15012914,1655986695,198,459108390697200000008
511478968926000000000,4227017033447643945114946,4227528512416569945114946,3929356469412201782343359,3929404010369189165541605,15007602,1655900562,0,460331072033400000014
511393025164000000000,4226467610130213607836194,4226979003155377607836194,3929273579014230370181143,3929321117159355881878462,15002278,1655814046,241,460253722647600000015
513183143422000000000,4225872467177030442535251,4226385650320452442535251,3929149672655538602365884,3929197382401658753289073,14996581,1655728450,205,461864829079800000015
506299090970000000000,4225286386484323863552839,4225792685575293863552839,3929028418086433120334639,3929075492978612237186590,14990801,1655642087,1,455669181873000000012
511838977263000000000,4224590533058700507841098,4225102372035963507841098,3928809710784457714508748,3928857305898805073878560,14984983,1655555702,3,460655079536700000010
512082292531000000000,4223158753341156666624918,4223670835633687666624918,3927906782196968365789899,3927954405129128844720693,14979184,1655469309,102,460874063277900000012
510744492764000000000,4221981081018675874057624,4222491825511439874057624,3927238977317727442102660,3927286481019915059201377,14973344,1655382883,0,459670043487600000013
514871220076000000000,4221373805811904793956872,4221888677031980793956872,3927105131438330398053973,3927153024176004478986943,14967510,1655296483,0,463384098068400000015
512540783697000000000,4220695837148068037221274,4221208377931765037221274,3926903554210087533778844,3926951235406643894798248,14961756,1655210085,1,461286705327300000014
512764211147000000000,4219980067326744911600826,4220492831537891911600826,3926666972127185672784955,3926714679322418804363428,14956048,1655124340,6,461487790032300000010
515509980436000000000,4218687432429239978001900,4219202942409675978001900,3925895893995404129658152,3925943861900031278224157,14950194,1655037864,27,463958982392400000013
515144932825000000000,4217871515862661210852359,4218386660795486210852359,3925568057747330441105775,3925615996956124244712032,14944308,1654951483,4,463630439542500000016
515596681795000000000,4217210373223219885465528,4217725969905014885465528,3925384611773256973936176,3925432598295774860671797,14938478,1654865103,357,464037013615500000011
516691571681000000000,4215932421196891594312063,4216449112768572594312063,3924627935888900744644982,3924676029604058695609890,14932664,1654778690,69,465022414512900000011
513130737273000000000,4215099662051492159477207,4215612792788765159477207,3924282625016519660842998,3924330392557008204967687,14926753,1654692266,156,461817663545700000016
513865997671000000000,4214015127477648581871603,4214528993475319581871603,3923703487981939184060089,3923751329209144370132326,14920878,1654605923,2,462479397903900000013
515155998925000000000,4213027404420060777279496,4213542560418985777279496,3923215510389747874751773,3923263476980485927668883,14915044,1654519479,196,463640399032500000013
513131211049000000000,4212255342810332500308120,4212768474021381500308120,3922926608355182842692585,3922974391674226541772867,14909172,1654432985,67,461818089944100000008
515159470619000000000,4211350151583044353775978,4211865311053663353775978,3922515389401236667270648,3922563366853465124038484,14903329,1654346823,77,463643523557100000015
516249544126000000000,4210504272621709635605340,4211020522165835635605340,3922160283298411432012839,3922208367563759076225086,14897189,1654260310,2,464624589713400000008
514791125919000000000,4209125045053752305831835,4209639836179671305831835,3921307091524071038683935,3921355045241192355509241,14891054,1654173927,9,463312013327100000012
518085972111000000000,4206966886253036334210668,4207484972225147334210668,3919730900139387266656893,3919779166089548223738449,14884868,1654087534,1,466277374899900000009
514720838661000000000,4205821702921186550246644,4206336423759847550246644,3919095525508250999662598,3919143483270477222978114,14878763,1654001064,0,463248754794900000010
512370999049000000000,4204627314512070716172042,4205139685511119716172042,3918412259627747073134952,3918460003708015108144064,14872601,1653914719,122,461133899144100000010
511367097636000000000,4203860754682042583874951,4204372121779678583874951,3918126782473211857712761,3918174438233274856017459,14866503,1653828258,0,460230387872400000010
515392525873000000000,4201829266061054924129933,4202344658586927924129933,3916665698388982403546350,3916713734548525995603718,14860340,1653741828,67,463853273285700000011
510678056421000000000,4200676694818703037370865,4201187372875124037370865,3916019766254628971062928,3916067368265559298586450,14854221,1653655400,2,459610250778900000010
511986632470000000000,4199709708539456665331577,4200221695171926665331577,3915547870240793569979698,3915595599450120335262648,14848028,1653569175,33,460787969223000000011
507591907011000000000,4199020711804299524108065,4199528303711310524108065,3915331414963492986948875,3915378739672779610044333,14841921,1653482600,278,456832716309900000014
506754294949000000000,4197838271351576011131754,4198345025646525011131754,3914654126963159059330467,3914701378718910198081888,14835840,1653396320,98,456078865454100000014
495175177076000000000,4196609666076709406233513,4197104841253785406233513,3913923996616041330619970,3913970173705895870394896,14829651,1653309885,0,445657659368400000015
496824802627000000000,4195762333392902117230596,4196259158195529117230596,3913550763272104803753436,3913597099116318157376279,14823464,1653223515,8,447142322364300000013
489981872659000000000,4194527487127346152238589,4195017469000005152238589,3912810296758593488546697,3912855999274116656492515,14817339,1653137089,120,440983685393100000017
483272193728000000000,4193657205529676550520492,4194140477723404550520492,3912404198663518830335298,3912449280080235235386556,14811195,1653050628,161,434944974355200000017
488391442869000000000,4192372102190010676103790,4192860493632879676103790,3911615355589039966997657,3911660919273385756761163,14805022,1652964246,4,439552298582100000011
484080108379000000000,4190791273890486819395529,4191275353998865819395529,3910546888746155524187055,3910592054946557472250773,14798915,1652877879,0,435672097541100000014
481736395806000000000,4189997935868950404030345,4190479672264756404030345,3910211172182752519645538,3910256124380098919112287,14792579,1652791287,24,433562756225400000012
476438940992000000000,4188835062443308044338337,4189311501384300044338337,3909526111826690781658675,3909570574303724042552292,14786336,1652705094,60,428795046892800000015
473182938456000000000,4186808351859224862101579,4187281534797680862101579,3908032009311771032200962,3908076172450829689059812,14780028,1652618625,2,425864644610400000009
465918163384000000000,4186029709466548993013973,4186495627629932993013973,3907696618128375008621231,3907740107654123562539875,14773682,1652532207,3,419326347045600000012
463359159335000000000,4184760205306820376219264,4185223564466155376219264,3906900819477874037352142,3906944074474746549529832,14767441,1652445780,8,417023243401500000009
464657935472000000000,4181582414879110905075062,4182047072814582905075062,3904324452786542583552068,3904367833347908329800689,14761136,1652359359,48,418192141924800000010
458158398939000000000,4161400620951553891024774,4161858779350492891024774,3885865806097765819761814,3885908584138773981587886,14754915,1652272891,110,412342559045100000014
456708816576000000000,4156281821208167305855318,4156738530024743305855318,3881469754791704251372059,3881512401711223147548174,14748621,1652186548,42,411037934918400000016
451775799545000000000,4138003129800340922024126,4138454905599885922024126,3864779358868361489886956,3864821549320725257318670,14742474,1652099886,174,406598219590500000010
447595878719000000000,4084557027780994231209953,4085004623659713231209953,3815238430047370946964131,3815280234252416852852483,14736141,1652013697,0,402836290847100000009
443307465070000000000,4080749524516596405511710,4081192831981666405511710,3812054647478280344635082,3812096055240873900273970,14729883,1651927231,87,398976718563000000013
442934126337000000000,4052020423947873695523921,4052463358074210695523921,3785589592343999126285063,3785630969279404876536732,14723584,1651840810,103,398640713703300000012
440158855474000000000,4010321868963630659995571,4010762027819104659995571,3747002920831676209236593,3747044042558812939387610,14717299,1651754399,106,396142969926600000017
437392610368000000000,3987129361461045331041509,3987566754071413331041509,3725701046344994365194933,3725741913672908436684643,14710991,1651668004,9,393653349331200000015
435306310053000000000,3965994945092932624372651,3966430251402985624372651,3706318460250298678334288,3706359136662519493257081,14704699,1651581567,98,391775679047700000009
434604874924000000000,3816188094698601753586434,3816622699573525753586434,3566685859328835379706864,3566726474208409005811154,14698324,1651495168,125,391144387431600000016
433443155072000000000,3786907959152012894852064,3787341402307084894852064,3539684652144740377977962,3539725162610515526721116,14692009,1651408765,8,390098839564800000012
434446949568000000000,3736169570346448417932196,3736604017296016417932196,3492624128526966856164930,3492664736992135397102858,14685620,1651322204,31,391002254611200000016
429034938142000000000,3718286637117819904667907,3718715672055961904667907,3476267870885738929296459,3476307977678236489157871,14679226,1651235930,1,386131444327800000014
423959693643000000000,3685371176149734688086095,3685795135843377688086095,3445851565543822643028095,3445891202010975269973560,14672945,1651150150,1,381563724278700000011
421479220033000000000,3639100750216819789161948,3639522229436852789161948,3402943024522088124074086,3402982433166720555364744,14666513,1651063102,3,379331298029700000008
423433969273000000000,3586053478994039886860534,3586476912963312886860534,3353694590808914009909823,3353734186351081876643855,14660187,1650976648,17,381090572345700000014
420911320765000000000,3546545958570158499969214,3546966869890923499969214,3317101240739588965499408,3317140604570271596609006,14653851,1650890230,1,378820188688500000011
417889450699000000000,3534517591054255416095574,3534935480504954416095574,3306202820189361039864987,3306241905587706321634274,14647478,1650803737,3,376100505629100000014
411226836414000000000,3530381836410187724293042,3530793063246601724293042,3302680414669106217660350,3302718881002665587000592,14641088,1650717291,21,370104152772600000010
408507639953000000000,3509152295749353395399408,3509560803389306395399408,3283164073892926877382346,3283202289877605955441836,14634704,1650631093,58,367656875957700000011
409274252591000000000,3472165431482345401919905,3472574705734936401919905,3248903776600388571290765,3248942068313293246181562,14628311,1650544458,55,368346827331900000012
406380748036000000000,3446510965272871689825472,3446917346020907689825472,3225241128312567413409658,3225279153342569171968058,14621951,1650458355,1,365742673232400000011
400094263840000000000,3431949735795925998245470,3432349830059765998245470,3211951712952540727396582,3211989153729254941110409,14615523,1650371567,158,360084837456000000007
400097821025000000000,3411231504121354161430842,3411631601942379161430842,3192898585909031486315531,3192936030946998855992698,14609220,1650285407,309,360088038922500000012
397488558246000000000,3399321490158962249700898,3399718978717208249700898,3182085704958521549308346,3182122909723252566038735,14602847,1650199018,25,357739702421400000015
397109152908000000000,3380435334322982270426707,3380832443475890270426707,3164741039308308323932802,3164778212472495205333350,14596369,1650112579,3,357398237617200000009
392220292606000000000,3365446086503403648013770,3365838306796009648013770,3151038679981430078827865,3151075399383924086840112,14589977,1650026147,2,352998263345400000009
390747111204000000000,3308624074118542888503601,3309014821229746888503601,3098165978713881536576165,3098202564035109310283723,14583568,1649939720,213,351672400083600000017
389675212510000000000,3256627282741525564255657,3257016957954035564255657,3049805048059753187123801,3049841536897986289123572,14577137,1649853311,160,350707691259000000016
386395204117000000000,3235544511074112197776638,3235930906278229197776638,3030386873694562366526622,3030423059292168429321704,14570719,1649766917,53,347755683705300000014
382983045922000000000,3227901473388900354378953,3228284456434822354378953,3023551290723896316806011,3023587160630529877768834,14564448,1649680675,46,344684741329800000014
379917134826000000000,3209355509989298122645338,3209735427124124122645338,3006499703809204899738992,3006535290364520830244792,14557975,1649593994,7,341925421343400000017
379932029252000000000,3188894894760666732935369,3189274826789918732935369,2987652681578014411428378,2987688273320027984027456,14551550,1649507925,15,341938826326800000013
373378348157000000000,3159067445543131283366883,3159440823891288283366883,2960022392965064785382334,2960057374513843556060777,14545141,1649421347,82,336040513341300000011
371679625631000000000,3134979007577366257325792,3135350687202997257325792,2937765143004788381049547,2937799969105650164980182,14538744,1649334699,119,334511663067900000010
374062789512000000000,3108747253949895696228784,3109121316739407696228784,2913499043135887134414229,2913534096277285127377721,14532369,1649248367,72,336656510560800000012
369690204047000000000,3074871501123405936297354,3075241191327452936297354,2882062717628516713120769,2882097364769881425849468,14525921,1649162147,42,332721183642300000014
368596983223000000000,3064217171772165135744948,3064585768755388135744948,2872387400226531814865644,2872421948649865578020384,14519556,1649075531,117,331737284900700000018
365261383117000000000,3041156649503376497833168,3041521910886493497833168,2851078695597557959476171,2851112935083072225641087,14513173,1648989349,62,328735244805300000010
361835399078000000000,3009746784105579000559393,3010108619504657000559393,2821937303290832238418182,2821971225292113980701885,14506770,1648903131,50,325651859170200000010
358085987694000000000,2978122259016679047400393,2978480345004373047400393,2792588329175170730107389,2792621903302130375137478,14500423,1648816893,190,322277388924600000012
353020940957000000000,2944960090561800661163141,2945313111502757661163141,2761790054733672443654130,2761823157543897449732143,14493976,1648730170,44,317718846861300000011
350102691752000000000,2871554635752257581505077,2871904738444009581505077,2693245752016586956567919,2693278584724076439312122,14487602,1648644003,230,315092422576800000012
346224039548000000000,2830333998997791149979145,2830680223037339149979145,2654876959139992607219139,2654909431669407475786972,14481133,1648557450,39,311601635593200000013
346788631412000000000,2820123075453070206861223,2820469864084482206861223,2645591789040908646749608,2645624318104529880831352,14474679,1648470764,87,312109768270800000013
342410087597000000000,2811708544686113564514617,2812050954773710564514617,2637987112455068903263769,2638019234362233748070519,14468299,1648385147,47,308169078837300000010
338268917335000000000,2808322265425244352054894,2808660534342579352054894,2635095686555081831524966,2635127423452071397592043,14461879,1648298454,300,304442025601500000013
334511927871000000000,2794353389532463790133928,2794687901460334790133928,2622270947311266808940751,2622302335124164436694185,14455479,1648211934,106,301060735083900000019
334389570704000000000,2782549774885864159756711,2782884164456568159756711,2611476642688480427045488,2611508022400854161472442,14448974,1648125153,100,300950613633600000012
328667870971000000000,2776930205843708039007057,2777258873714679039007057,2606480183757312651257223,2606511029871045805382979,14442581,1648038943,60,295801083873900000011
327609284688000000000,2743045401289099420153068,2743373010573787420153068,2574952003819575412854133,2574982753858116433349341,14436173,1647952832,93,294848356219200000012
323965039235000000000,2734305837610449895813159,2734629802649684895813159,2567021700510569540188058,2567052111761748744854370,14429739,1647866052,147,291568535311500000012
317106223020000000000,2729665734212862609268886,2729982840435882609268886,2562933412631363167097264,2562963183205841794810173,14423311,1647779991,213,285395600718000000015
312819066551000000000,2699621665597950199385675,2699934484664501199385675,2534988823902241729461504,2535018195060318815530282,14416914,1647693371,110,281537159895900000016
310601156896000000000,2593966443411258182320747,2594277044568154182320747,2436039338713647590449585,2436068504669435253340769,14410415,1647606590,79,279541041206400000012
310933523611000000000,2580366264665849863637453,2580677198189460863637453,2423529975358521801858935,2423559175670544541317981,14404030,1647520244,61,279840171249900000012
303298583764000000000,2550910398682101721613003,2551213697265865721613003,2396120833004615091442101,2396149319395066759697545,14397585,1647433636,172,272968725387600000014
306227782061000000000,2481169766652251525679630,2481475994434312525679630,2330870952605754883086753,2330899717189905712022388,14391162,1647347316,360,275605003854900000008
302829890192000000000,2280309128792093941619402,2280611958682285941619402,2142433643341834830265788,2142462091914927904419242,14384746,1647261106,106,272546901172800000017
302659022061000000000,2264772197727535456732132,2265074856749596456732132,2128092052883823429564485,2128120488803459812557421,14378308,1647174606,281,272393119854900000008
297310046056000000000,2251610994611214914665355,2251908304657270914665355,2115976565527463834213087,2116004502250940444764338,14371976,1647088461,138,267579041450400000011
294108153430000000000,2239788981757728273470674,2240083089911158273470674,2105115449264698718631930,2105143088406712052628999,14365540,1647001663,223,264697338087000000009
295640327279000000000,2215714249821876489526227,2216009890149155489526227,2082738355161221014280450,2082766141574380895306777,14359063,1646915129,259,266076294551100000016
291022235650000000000,2173645796025821412912247,2173936818261471412912247,2043440836803329121659889,2043468192459521780488114,14352576,1646829001,228,261920012085000000010
288616318423000000000,2144052252851911796946075,2144340869170334796946075,2015864190505779732882550,2015891323278392073681333,14346224,1646742781,247,259754686580700000013
288756419047000000000,2116950847772028248297971,2117239604191075248297971,1990627460576033956783018,1990654609808248855287245,14339702,1646656249,121,259880777142300000012
285398529185000000000,2104581613875484296480359,2104867012404669296480359,1979237858993332736100460,1979264695806761899478834,14333328,1646569813,71,256858676266500000011
285571130394000000000,2086178639264019456185426,2086464210394413456185426,1962172627614860271029478,1962199483935802394718738,14326855,1646483333,170,257014017354600000015
278791911525000000000,2076687951753150875833249,2076966743664675875833249,1953482080775768239851293,1953508302780312767627116,14320460,1646396986,90,250912720372500000012
280657345999000000000,2054971420029904430288483,2055252077375903430288483,1933291554627657740313950,1933317955276623045286450,14314024,1646311097,22,252591611399100000013
276130234594000000000,2033540541559287694026187,2033816671793881694026187,1913363452596227565526346,1913389430585279606236894,14307569,1646223955,122,248517211134600000017
276176356972000000000,2017034993853200108360679,2017311170210172108360679,1898067210432818819345475,1898093195936284425464473,14301152,1646138094,78,248558721274800000013
275412855797000000000,2000725429796104607740242,2001000842651901607740242,1882952860931544150082587,1882978777790325133329328,14294651,1646051388,52,247871570217300000012
274592334795000000000,1986534562657384929415666,1986809154992179929415666,1869829923867424134961334,1869855766714957932241162,14288196,1645964762,37,247133101315500000013
274106721332000000000,1977662568165129160844913,1977936674886461160844913,1861711343182102038422365,1861737143536121258107303,14281723,1645878485,195,246696049198800000013
272072125122000000000,1974060660989502900040518,1974332733114624900040518,1858551125781416718545948,1858576737823109616411318,14275267,1645792320,238,244864912609800000013
268461315898000000000,1969774961286960650814829,1970043422602858650814829,1854743675492451633069509,1854768950758341430445685,14268796,1645705597,80,241615184308200000014
267920180664000000000,1966170743379370270125218,1966438663560034270125218,1851576984090016770808193,1851602211502812122930793,14262297,1645619161,20,241128162597600000015
267656276164000000000,1907163613063389240745845,1907431269339553240745845,1796235800128180807607921,1796261005782484294566287,14255844,1645532690,121,240890648547600000013
268034592760000000000,1904748472699987581426435,1905016507292747581426435,1794188333640114271275462,1794213578109329733778164,14249414,1645446399,38,241231133484000000011
268114763930000000000,1902814731373065841996411,1903082846136995841996411,1792594132290595127742755,1792619387508720489542487,14242912,1645360134,124,241303287537000000012
265689716788000000000,1899938845627975681497919,1900204535344763681497919,1790110101980516361538412,1790135131943731983741947,14236503,1645273703,247,239120745109200000010
266479595097000000000,1893986199321070478096956,1894252678916167478096956,1784727524916311668878648,1784752632451549054277876,14230088,1645187056,213,239831635587300000015
266975427240000000000,1885063161665625331909119,1885330137092865331909119,1776545648849332821008656,1776570806286786289324468,14223639,1645100880,31,240277884516000000012
263523246671000000000,1877673544327723829363657,1877937067574394829363657,1769804947626587897917751,1769829782925837518362550,14217124,1645014424,629,237170922003900000009
262371061450000000000,1874773176746070043127276,1875035547807520043127276,1767293768903433754745495,1767318498740208150069080,14210697,1644928056,52,236133955305000000015
262369598369000000000,1869300781613558813144297,1869563151211927813144297,1762357697600123505497290,1762382430413783236785350,14204265,1644841436,173,236132638532100000013
261806430084000000000,1867441017838929766056748,1867702824269013766056748,1760826476882471594833694,1760851159725483165917529,14198595,1644766248,52,235625787075600000012
260760037119000000000,1859274615208251323039870,1859535375245370323039870,1753347590010093222046834,1753372177302172911928495,14191272,1644669099,434,234684033407100000012
258931706412000000000,1855522359650442936893031,1855781291356854936893031,1750028870637580855928035,1750053288616490541113950,14184790,1644582988,176,233038535770800000012
259281425236000000000,1846108710606420763922646,1846367992031656763922646,1741370509535260049717550,1741394963564467681590154,14178383,1644496530,224,233353282712400000014
258833190018000000000,1840612730500827894437220,1840871563690845894437220,1736406075106978890669332,1736430489946765775418246,14171920,1644409845,29,232949871016200000011
258746261740000000000,1831415612983592154242973,1831674359245332154242973,1727949341786739013183340,1727973751515811913039160,14165442,1644323491,74,232871635566000000009
254195199125000000000,1828326712161156713648816,1828580907360281713648816,1725250800110222214751993,1725274783548164945011563,14158913,1644237073,195,228775679212500000012
257108348715000000000,1823806085075270682199119,1824063193423985682199119,1721203385224358787450788,1721227646554753684236110,14152586,1644151393,26,231397513843500000014
256480038988000000000,1820370871489095671121691,1820627351528083671121691,1718179274043672737322036,1718203479155990388229082,14146039,1644064454,213,230832035089200000014
256174053769000000000,1803209090883175202679484,1803465264936944202679484,1702198531578693566679306,1702222710879550737190032,14139552,1643978047,77,230556648392100000014
256031214440000000000,1801372324382669497070129,1801628355597109497070129,1700682175604055999849244,1700706344512667958088467,14133038,1643891536,72,230428092996000000012
254225968788000000000,1798593327650277551845946,1798847553619065551845946,1698274528759585283538421,1698298530325937847196571,14126652,1643805144,331,228803371909200000011
254394014976000000000,1797138074123934016230080,1797392468138910016230080,1697116628206776508891921,1697140648693746014113860,14120102,1643718745,411,228954613478400000014
256838198358000000000,1795071799620627211817057,1795328637818985211817057,1695383643455425639097753,1695407897817595586246604,14113678,1643632440,95,231154378522200000015
254681299035000000000,1793499043644359654185447,1793753724943394654185447,1694114713432692254758314,1694138767206405884071073,14107153,1643546170,101,229213169131500000012
249762073484000000000,1789684488362166966272673,1789934250435650966272673,1690723866246503892023190,1690747458431013057839695,14100701,1643460090,145,224785866135600000009
253933608410000000000,1783061786538194446387648,1783315720146604446387648,1684683269899962783277036,1684707259134655976854759,14094178,1643373360,86,228540247569000000011
253789019805000000000,1781091397082484280831111,1781345186102289280831111,1683037402398789383993282,1683061381047144575766844,14087694,1643286948,70,228410117824500000012
253628004731000000000,1773403301616989716249420,1773656929621720716249420,1675988256371935493890170,1676012222880277360947236,14081233,1643200096,62,228265204257900000010
250999057326000000000,1771542853093454933131226,1771793852150780933131226,1674443494642138319652853,1674467215781715269455206,14074784,1643114197,50,225899151593400000010
246960725066000000000,1769820353187929099765698,1770067313912995099765698,1673025488210413618157697,1673048830675925913314131,14068356,1643027674,42,222264652559400000010
245421496938000000000,1726922363529480034325162,1727167785026418034325162,1632682470804606007286807,1632705670697125744211299,14061879,1642941107,122,220879347244200000009
246392655421000000000,1719536022170273886895130,1719782414825694886895130,1625908861616900054655729,1625932156292904984329690,14055431,1642854715,223,221753389878900000013
242602710493000000000,1705153233044804745813718,1705395835755297745813718,1612515656072045011023389,1612538595393568790554275,14048939,1642768514,91,218342439443700000010
245329478723000000000,1701114849170535950212062,1701360178649258950212062,1608905470640972721936688,1608928670762678525041876,14042429,1642681994,68,220796530850700000010
244765648907000000000,1699664717728729321111944,1699909483377636321111944,1607742292212167831017103,1607765442018410688708098,14035988,1642595357,189,220289084016300000006
243213568821000000000,1697598578619022244499227,1697841792187843244499227,1605994949379948360779310,1606017955372633547816630,14029497,1642508957,99,218892211938900000008
242234431671000000000,1694673148079149387304377,1694915382510820387304377,1603433624117242141902118,1603456540446151065565898,14023036,1642422588,120,218010988503900000009
244222629780000000000,1692804993980734716799825,1693049216610514716799825,1601874016118081561506913,1601897123510607574407857,14016544,1642336462,77,219800366802000000012
244724906749000000000,1691084926005049355023066,1691329650911798355023066,1600454764885686968192518,1600477922808224536336794,14010027,1642249842,212,220252416074100000012
245808000071000000000,1688825259875640276223969,1689071067875711276223969,1598525571829069758168456,1598548835272490664078460,14003620,1642163390,20,221227200063900000011
243976238061000000000,1687531026509732668364559,1687775002747793668364559,1597508377722480560327008,1597531470831325218643220,13997145,1642077153,144,219578614254900000007
243341063079000000000,1683998204981839109231817,1684241546044918109231817,1594371341154604203341466,1594394377139176090860738,13990715,1641990587,303,219006956771100000008
238566614734000000000,1681708739004976047279217,1681947305619710047279217,1592407009165333867429797,1592429596111826026150975,13984232,1641904479,294,214709953260600000010
242717801690000000000,1678301909871678449713772,1678544627673368449713772,1589387934876583079734919,1589410917781987320122696,13977816,1641818244,76,218446021521000000008
242884510953000000000,1675224971532422701923112,1675467856043375701923112,1586681023381159563533765,1586704025065719799398118,13971445,1641732505,151,218596059857700000009
241825122253000000000,1673125695516254895795454,1673367520638507895795454,1584898843632638081112183,1584921747979157263706332,13964840,1641646107,50,217642610027700000007
241210921809000000000,1670607837481373310959290,1670849048403182310959290,1582719398969427742188231,1582742248114119688775877,13958435,1641559676,19,217089829628100000009
241147823199000000000,1665459181441922580002140,1665700329265121580002140,1578047222044883578517191,1578070068180836808329731,13951895,1641473267,25,217033040879100000007
238633420676000000000,1662024377958676956091077,1662263011379352956091077,1574996192739752154230146,1575018803609521943403075,13945465,1641386217,182,214770078608400000008
239462519173000000000,1660184360149396736914254,1660423822668569736914254,1573456754583657858686790,1573479446943710036097002,13939078,1641300584,483,215516267255700000007
239615678724000000000,1641815381847399436983682,1642054997526123436983682,1556251755396618927575559,1556274465218325626326971,13932475,1641213094,103,215654110851600000009
239722617731000000000,1639116790341555132959608,1639356512959286132959608,1553898308145117410407570,1553921031086367501383495,13926047,1641127581,64,215750355957900000008
238868882913000000000,1630081844079293587828328,1630320712962206587828328,1545536898125926488468279,1545559543123233219716774,13919644,1641041477,70,214981994621700000010
239306907305000000000,1628128081980744146459344,1628367388888049146459344,1543888674428734778469547,1543911363943163741521560,13913194,1640954441,173,215376216574500000006
238369659686000000000,1626076194699546634285407,1626314564359232634285407,1542146384635987518137893,1542168988276449816833353,13906778,1640868610,50,214532693717400000008
237120200587000000000,1624022953360008130901709,1624260073560595130901709,1540401514337935313243821,1540424002463722491903434,13900227,1640781201,42,213408180528300000011
237439205961000000000,1622969273893760383122353,1623206713099721383122353,1539604781199666042436803,1539627302538522048289469,13893827,1640695633,14,213695285364900000010
237707134033000000000,1620914897303635949415859,1621152604437668949415859,1537858876005991069590366,1537881425726800290122256,13887323,1640608332,197,213936420629700000009
237862285305000000000,1618320841022542115246616,1618558703307847115246616,1535600846470463518204220,1535623413887626002390786,13880916,1640523018,22,214076056774500000008
236968259364000000000,1615016285975066653878502,1615253254234430653878502,1532667572910560048249840,1532690058480197529178748,13874364,1640435672,9,213271433427600000007
233562265993000000000,1613355559127012265362542,1613589121393005265362542,1531291013289104588466025,1531313178595699429113953,13867956,1640349962,122,210206039393700000008
234726052647000000000,1601698237851395075359159,1601932963904042075359159,1520427158323149261433054,1520449436976665518336330,13861529,1640264160,261,211253447382300000007
235639269373000000000,1600004885084057662531549,1600240524353430662531549,1519021041757239360484638,1519043410037122263986543,13855093,1640177226,119,212075342435700000009
236785969262000000000,1598271720626726834574079,1598508506595988834574079,1517577921977852990281671,1517600402088573587527976,13848650,1640091341,321,213107372335800000010
232933188966000000000,1596579916732654960522718,1596812849921620960522718,1516170589688513606686962,1516192706970594533570481,13842108,1640004575,251,209639870069400000008
234626089809000000000,1582147107395426130530582,1582381733485235130530582,1502665195465237214913675,1502687476415486796983174,13835674,1639918051,49,211163480828100000008
232634775123000000000,1580089038669263233291467,1580321673444386233291467,1500909370567636735447299,1500931465363891660792934,13829213,1639831764,16,209371297610700000008
233011701598000000000,1578824915390943597919628,1579057927092541597919628,1499939938801348067118736,1499962072803459055792653,13822701,1639745173,191,209710531438200000010
233024514512000000000,1576088761487467438248801,1576321786001979438248801,1497539738511146763313211,1497561876670522706237684,13816221,1639658115,42,209722063060800000010
232845174838000000000,1573675707352361813824671,1573908552527199813824671,1495446062617303950296830,1495468186682316087843375,13809800,1639572373,82,209560657354200000007
232030145853000000000,1571910440514137368488967,1572142470659990368488967,1493966995729129302694883,1493989045289048365064779,13803374,1639486102,175,208827131267700000010
230292698244000000000,1570082255097627036587029,1570312547795871036587029,1492426447431691221681852,1492448334791280322223524,13796883,1639399396,332,207263428419600000010
230847692871000000000,1566944517375955406553004,1567175365068826406553004,1489641388327445399438729,1489663331330816763977713,13790292,1639312068,151,207762923583900000008
230655163975000000000,1560267338373537506311971,1560497993537512506311971,1483490967580837284742092,1483512895190582140534917,13783876,1639226033,246,207589647577500000009
230317359031000000000,1558180056626920129723595,1558410373985951129723595,1481703480783099848850838,1481725379192006859023210,13777550,1639141371,61,207285623127900000008
231662733326000000000,1555780316662033128919567,1556011979395359128919567,1479619785054460708187969,1479641814310763726571855,13771058,1639052944,234,208496459993400000011
227660211405000000000,1553578773412476518452015,1553806433623881518452015,1477720878492718449577716,1477742530042712811297766,13764786,1638966324,118,204894190264500000007
226877144203000000000,1549707050570881987323672,1549933927715084987323672,1474232422813512880264290,1474254002735855998183075,13758523,1638880118,56,204189429782700000005
227392652329000000000,1536512890039160946691461,1536740282691489946691461,1461875537309301269091490,1461897169115173835805252,13752385,1638795014,108,204653387096100000012
226438544576000000000,1534922733251608149915211,1535149171796184149915211,1460556518868759254078040,1460578062779725802452849,13746078,1638707208,19,203794690118400000012
221912639483000000000,1531643900717147369830634,1531865813356630369830634,1457626589056615523034741,1457647705165276553505582,13739822,1638620822,162,199721375534700000007
223644131391000000000,1529687637114902772367251,1529911281246293772367251,1455956415479404889383670,1455977699123223753402448,13733590,1638534330,126,201279718251900000007
