totalRewardsWithFees,totalPooledEtherBefore,totalPooledEtherAfter,totalSharesBefore,totalSharesAfter,block,blockTime,transactionIndex,totalRewards
224665195090000000000,1518370690905132398971556,1518595356100222398971556,1445377400792878167970465,1445398784422070802101205,13727411,1638448999,163,202198675581000000008
225505070227000000000,1516862792504355726370083,1517088297574582726370083,1444135190084104097428564,1444156656510861585557715,13721123,1638362501,236,202954563204300000010
227321726488000000000,1514414743953560174062362,1514642065680048174062362,1441999296118594918399851,1442020938373010691599981,13714806,1638275754,86,204589553839200000011
223989369105000000000,1509289579405410203887285,1509513568774515203887285,1437311154750490780541998,1437332482627406733413884,13708618,1638189073,367,201590432194500000010
223790253369000000000,1508368051549861223671192,1508591841803230223671192,1436625380677990345990809,1436646692441609519713031,13702394,1638102783,38,201411228032100000009
223341532292000000000,1504368668363840721632372,1504592009896132721632372,1433007667425563841746969,1433028939297075606775776,13696059,1638015968,52,201007379062800000006
224609770439000000000,1503258299279106114085234,1503482909049545114085234,1432142529332375223660751,1432163924853964213383878,13689718,1637929744,19,202148793395100000010
223569135064000000000,1502064863782758179655438,1502288432917822179655438,1431197245909624701699403,1431218545167824357302717,13683491,1637843659,154,201212221557600000010
223265445060000000000,1497207199983652312561614,1497430465428712312561614,1426760225904388686156884,1426781499079587788134986,13677209,1637756721,317,200938900554000000007
221728883442000000000,1495457666190783459103000,1495679395074225459103000,1425283178056289397406702,1425304307660250204567503,13670857,1637670788,124,199555995097800000008
221757123663000000000,1493791413598752741501971,1494013170722415741501971,1423885330555219805220447,1423906465670249580988926,13664509,1637584352,83,199581411296700000008
220582625256000000000,1490697200584906565997976,1490917783210162565997976,1421125153629148319589994,1421146179614531426359319,13658175,1637497583,237,198524362730400000007
223006813107000000000,1487522558368659130211910,1487745565181766130211910,1418290013552920500748683,1418311273443353828298169,13651886,1637411266,89,200706131796300000011
222764989734000000000,1484915680484206260544690,1485138445473940260544690,1415995622771017773339598,1416016862473133984807171,13645618,1637325545,58,200488490760600000008
219252492459000000000,1483062142872147544028639,1483281395364606544028639,1414416282837110792488177,1414437190459926274075955,13639347,1637238681,76,197327243213100000011
215988863397000000000,1480967396434484643114564,1481183385297881643114564,1412603887359285571223048,1412624486507255767489810,13632903,1637151957,487,194389977057300000009
217677992152000000000,1476766337842598155676304,1476984015834750155676304,1408783622165447839589694,1408804385132860004506234,13626650,1637066345,86,195910192936800000007
216267093429000000000,1473260469839004330769949,1473476736932433330769949,1405624826410095535314569,1405645457537134982615248,13620327,1636979284,101,194640384086100000006
216660122270000000000,1470581145889039190514823,1470797806011309190514823,1403254549211001485645913,1403275220562265599778029,13613968,1636892673,13,194994110043000000008
216268365854000000000,1468025284352990006398179,1468241552718844006398179,1401001431302162952078305,1401022068012288294143376,13607672,1636806353,189,194641529268600000008
217347097300000000000,1465451352746119466733113,1465668699843419466733113,1398731696123996698498334,1398752438518399045310878,13601297,1636720023,23,195612387570000000006
216403093846000000000,1463859635760345859127160,1464076038854191859127160,1397398343013538667703701,1397418998074242967670337,13594893,1636633770,42,194762784461400000010
216889784983000000000,1462333290514851923341719,1462550180299834923341719,1396127634410102782578272,1396148338678377410072554,13588483,1636547353,56,195200806484700000007
217788084881000000000,1454047978522763201701146,1454265766607644201701146,1388404566667785713805099,1388425359462815399896431,13582175,1636461274,110,196009276392900000009
217972047125000000000,1452462076325780244179679,1452680048372905244179679,1387077578952105905667429,1387098392115777556688496,13575753,1636374306,114,196174842412500000010
218558062139000000000,1450137775560218171947744,1450356333622357171947744,1385045757097455682917972,1385066629035706842557174,13569346,1636287983,125,196702255925100000010
216820021840000000000,1448090099227378352744492,1448306919249218352744492,1383276373268016107522856,1383297082034890845021571,13562953,1636201639,25,195138019656000000006
218292042300000000000,1446131686157880918864610,1446349978200180918864610,1381593284538034407365069,1381614136709093868426843,13556580,1636115188,154,196462838070000000008
215362167329000000000,1444364842741147600825584,1444580204908476600825584,1380090468170425303365241,1380111043262373936508618,13550202,1636028973,49,193825950596100000007
216604804036000000000,1440036333080057538407937,1440252937884093538407937,1376140846888479328772368,1376161543475419418124856,13543911,1635943033,71,194944323632400000007
215089351790000000000,1438877590451440357611286,1439092679803230357611286,1375218509643714058239795,1375239064211396103604988,13537512,1635856115,166,193580416611000000008
214201676172000000000,1436979351804824355138849,1437193553480996355138849,1373588505646688910907460,1373608978139402903499663,13531194,1635769838,165,192781508554800000009
212009386822000000000,1427249282601943426592990,1427461291988765426592990,1364470059436155837646709,1364490325117528513033270,13524775,1635683236,40,190808448139800000009
210615892387000000000,1425683671022535154768244,1425894286914922154768244,1363154529642998005840930,1363174664813686589627893,13518492,1635597276,27,189554303148300000006
208713303070000000000,1423971682214311801589390,1424180395517381801589390,1361697230450457852837665,1361717186383899425182166,13512064,1635510283,35,187841972763000000009
200891270379000000000,1420496488303749903476873,1420697379574128903476873,1358546912082842871133938,1358566122653524401574678,13505760,1635424410,217,180802143341100000010
211522188052000000000,1418941055636645081231070,1419152577824697081231070,1357241381426312352461763,1357261611171178402645921,13499367,1635337451,73,190369969246800000010
211153832013000000000,1418094157639670933583836,1418305311471683933583836,1356613084037206882288535,1356633281262279505123938,13492998,1635251048,400,190038448811700000008
210967256259000000000,1415586925573322855883031,1415797892829581855883031,1354396191059502150203711,1354416373142518467914113,13486598,1635164844,25,189870530633100000008
211452327618000000000,1413945328160630889600242,1414156780488248889600242,1353007634805493089563214,1353027866005848411796466,13480178,1635078319,190,190307094856200000009
210788958551000000000,1411677553398396891951593,1411888342356947891951593,1351019129770611419927163,1351039300216000790856357,13473748,1634992045,297,189710062695900000008
210842870316000000000,1410099725894818727054111,1410310568765134727054111,1349690704833739398932877,1349710883149282273504352,13467393,1634905460,86,189758583284400000011
210406649557000000000,1407601327301971627103066,1407811733951528627103066,1347480591753595573767099,1347500731031259930655306,13461013,1634819266,273,189365984601300000008
210114546013000000000,1405461810065142966934368,1405671924611155966934368,1345613482682401003252048,1345633596706685160287311,13454576,1634732589,77,189103091411700000007
207442023346000000000,1401434404920669211684711,1401641846944015211684711,1341936322961320825641343,1341956183819971716841512,13448168,1634646200,183,186697821011400000009
178113728977000000000,1398982036013203097057960,1399160149742180097057960,1339741566396795945793382,1339758621585514953634155,13441803,1634559917,453,160302356079300000008
194184990413000000000,1396688731636557582287789,1396882916626970582287789,1337712738869477425331734,1337731335084191379253255,13435441,1634473685,320,174766491371700000012
210222103367000000000,1394592076589019949907103,1394802298692386949907103,1335885827116551016628515,1335905961651848402374440,13429028,1634387292,319,189199893030300000011
208025455176000000000,1392903873898003052992708,1393111899353179052992708,1334448032043450066662006,1334467958892448720706620,13422650,1634301019,134,187222909658400000003
196564064200000000000,1391030211007090199673353,1391226775071290199673353,1332822484348348055382386,1332841315836547460011160,13416340,1634214763,174,176907657780000000011
202948377153000000000,1389593421356539402240332,1389796369733692402240332,1331620827623642876125257,1331640273222889472808178,13410004,1634128172,31,182653539437700000010
211223579982000000000,1387266960977196503634098,1387478184557178503634098,1329573595458102886670580,1329593836610231736011414,13403618,1634041544,192,190101221983800000009
205070151380000000000,1381583127580131012024914,1381788197731511012024914,1324303027687982758830828,1324322681861704259712027,13397285,1633955202,138,184563136242000000008
210952768618000000000,1379626880880663585011231,1379837833649281585011231,1322609872546500560351074,1322630093218322841044455,13390873,1633868578,164,189857491756200000008
211642698706000000000,1377685967604426977561345,1377897610303132977561345,1320931779402255336150812,1320952068998423704296412,13384528,1633782433,107,190478428835400000008
210728436311000000000,1374931826239132850802013,1375142554675443850802013,1318472938393109099938345,1318493143134602617753709,13378194,1633695969,56,189655592679900000009
207373776301000000000,1371770314152615585946718,1371977687928916585946718,1315620220160352998455971,1315640105998106360722687,13371824,1633609631,219,186636398670900000007
203644503277000000000,1369436241988968486851422,1369639886492245486851422,1313557465513308945092641,1313576996394205812591068,13365407,1633523285,97,183280052949300000010
204234254970000000000,1362377552599012474744322,1362581786853982474744322,1306963111003964364062591,1306982701067532402245230,13359079,1633436864,158,183810829473000000007
203956928326000000000,1336339851083920781739122,1336543808012246781739122,1282160582844501805398738,1282180148946501007903940,13352566,1633350263,62,183561235493400000010
203862263584000000000,1335298220458753252540770,1335502082722337252540770,1281337220444769545969474,1281356780151717209706889,13346212,1633264089,177,183476037225600000009
204330112218000000000,1330412118614083804893033,1330616448726301804893033,1276825037425345981874680,1276844644714117222121688,13339833,1633177519,71,183897100996200000008
203451957448000000000,1328019489905024810432007,1328222941862472810432007,1274704511835077339136704,1274724037555682876962251,13333496,1633091899,83,183106761703200000011
204202343020000000000,1326644751324559971009225,1326848953667579971009225,1273561367777723594014255,1273580968216569073884917,13327094,1633004843,58,183782108718000000008
202935355448000000000,1317224279127295717383329,1317427214482743717383329,1264693173124298785076376,1264712654649296096444739,13320639,1632918282,84,182641819903200000007
200912293564000000000,1315344355725660250433735,1315545268019224250433735,1263061831248328930414395,1263081121236381343200501,13314256,1632832027,150,180821064207600000010
202165024950000000000,1313867948380498912210908,1314070113405448912210908,1261818824788487451772188,1261838237722105647835009,13307766,1632745603,225,181948522455000000009
202660453661000000000,1312262199719444545254615,1312464860173105545254615,1260451856979668877446955,1260471320181871566957018,13301369,1632659357,118,182394408294900000010
201069514708000000000,1310592639974248799603974,1310793709488956799603974,1259022032145351851423422,1259041345240192949748502,13294944,1632572688,14,180962563237200000010
198187502882000000000,1308384060341398371583684,1308582247844280371583684,1257071708184891851751237,1257090747085692424777665,13288504,1632486646,45,178368752593800000008
203084651534000000000,1305843007558059078956192,1306046092209593078956192,1254805918742808782772532,1254825430748308403826331,13281994,1632400025,134,182776186380600000009
201805398241000000000,1302922528620601822453602,1303124334018842822453602,1252174109031334010781692,1252193500842346621936298,13275578,1632313806,157,181624858416900000009
202765496061000000000,1300680949130603390043674,1300883714626664390043674,1250195219411928822740447,1250214706196353471494514,13269110,1632227061,313,182488946454900000008
199547364299000000000,1298004529141030021717890,1298204076505329021717890,1247795306017805497049115,1247814486214229501904020,13262615,1632141189,53,179592627869100000009
198823558751000000000,1295158501361738350251138,1295357324920489350251138,1245231387297893920199874,1245250500567359892743257,13256119,1632054283,231,178941202875900000007
197746576949000000000,1293290166899943035558948,1293487913476892035558948,1243606186604950242735240,1243625198968617601931348,13249647,1631967934,165,177971919254100000009
195810546064000000000,1289224377234633823773451,1289420187780697823773451,1239866050617549422353703,1239884879432050609505271,13243188,1631881547,201,176229491457600000006
190055987332000000000,1284991836557818317129036,1285181892545150317129036,1235960055654846120895157,1235978333618757647178541,13236740,1631795103,44,171050388598800000005
183924406103000000000,1283191159899303806687117,1283375084305406806687117,1234387303619934629663058,1234404994255216196292055,13230263,1631708567,104,165531965492700000011
185263840824000000000,1274602429100504834476548,1274787692941328834476548,1226285625571105919202959,1226303447337657907915905,13223868,1631622527,155,166737456741600000007
184918019800000000000,1272888189445309452708784,1273073107465109452708784,1224796485643247231555299,1224814276469971909993027,13217337,1631535849,219,166426217820000000007
181908323656000000000,1270635539696557240126601,1270817448020213240126601,1222786476508979927189380,1222803980063288197873856,13210951,1631449611,88,163717491290400000007
179455697866000000000,1266725769099026910338769,1266905224796892910338769,1219179366468934652793437,1219196636251939103472852,13204423,1631362953,164,161510128079400000006
175408147608000000000,1252831225709109683682765,1253006633856717683682765,1205958294930649418408609,1205975177352992994548022,13197999,1631276897,300,157867332847200000012
164987496365000000000,1246823617111494768663855,1246988604607859768663855,1200318385866944538452980,1200334267338903268972589,13191490,1631190126,268,148488746728500000011
162358098887000000000,1243022896007534433082201,1243185254106421433082201,1196800099807582696594197,1196815730038556340616431,13185069,1631103718,85,146122288998300000007
166347791613000000000,1191592638429891633199659,1191758986221504633199659,1147426463126447984499262,1147442479328099993541403,13178592,1631017507,60,149713012451700000004
167695718671000000000,1183052785040297964559023,1183220480758968964559023,1139348470022779020930653,1139364618033361702495515,13172146,1630930992,82,150926146803900000009
168922148144000000000,1179906332327173412575797,1180075254475317412575797,1136464667156244604979679,1136480935339158714925689,13165723,1630844848,391,152029933329600000008
166468074411000000000,1177270705152199190122372,1177437173226610190122372,1134070383384342775130636,1134086417291407626732241,13159172,1630758261,356,149821266969900000007
161116487794000000000,1175025154109217033387395,1175186270597011033387395,1132046917389287676008383,1132062437816007073430182,13152710,1630671920,269,145004839014600000005
157485468489000000000,1164139058193371358995488,1164296543661860358995488,1121695548794174398860604,1121710721315248786794348,13146256,1630585518,38,141736921640100000006
155821457534000000000,1155752939966643791747927,1155908761424177791747927,1113750307536531304088414,1113765321570644527306906,13139777,1630499033,109,140239311780600000006
155889880595000000000,1149598030265148684744440,1149753920145743684744440,1107954282989205449169784,1107969305438766297815616,13133256,1630412561,87,140300892535500000007
152496226094000000000,1134631725845300357309055,1134784222071394357309055,1093662402098851737569615,1093677099309736969172785,13126884,1630326549,137,137246603484600000007
149607257215000000000,1125284387438831936433118,1125433994696046936433118,1084782362438163292112846,1084796782961454695844118,13120392,1630240394,322,134646531493500000008
146219554910000000000,1047302165176616403960022,1047448384731526403960022,1009733792066359624180273,1009747887738172057336283,13113863,1630153521,150,131597599419000000007
142061338123000000000,1043478087928961833926959,1043620149267084833926959,1006170159311417808365567,1006183855848904176280928,13107415,1630067005,63,127855204310700000006
140280926773000000000,1005419782204940295323722,1005560063131713295323722,969594307704398640442312,969607834244540914302089,13100935,1629980397,233,126252834095700000006
136650714364000000000,989411738692705430260934,989548389407069430260934,954275271854658616455230,954288450007419894307029,13094538,1629893997,157,122985642927600000005
138066719684000000000,980622283916122322415677,980760350635806322415677,945917799700053624730881,945931116062828399783927,13087987,1629807686,48,124260047715600000005
137385584396000000000,973553402500279806767965,973690788084675806767965,939218359007918433145221,939231611355109993203812,13081497,1629721180,154,123647025956400000006
138756960776000000000,928713921876173041486250,928852678836949041486250,896080743211821438435954,896094129543240574261781,13075083,1629634757,77,124881264698400000007
129388980584000000000,903046893673998754289769,903176282654582754289769,871427962100611631853824,871440446351267733197567,13068589,1629548539,116,116450082525600000007
133092408071000000000,891484537063381433097507,891617629471452433097507,860386034459002654205425,860398877695245294295365,13062108,1629462176,183,119783167263900000005
136236139668000000000,879774374492810264787046,879910610632478264787046,849202703938159200931804,849215852306648582786560,13055649,1629375540,171,122612525701200000008
132352732971000000000,841645883644638260220215,841778236377609260220215,812514135150149470183331,812526910505055365645850,13049191,1629289374,320,119117459673900000004
129972276625000000000,832854565136347874096952,832984537412972874096952,804140035293175669734808,804152582649966408388053,13042669,1629202805,121,116975048962500000006
129390181476000000000,814719513214596397949456,814848903396072397949456,786742666224976013465384,786755159141441166924530,13036257,1629116502,416,116451163328400000009
129338745358000000000,802480475480743985021600,802609814226101985021600,775036315332881001820960,775048805068025266573338,13029741,1629030068,107,116404870822200000007
127655625369000000000,774931557130965678442449,775059212756334678442449,748540507836112787880716,748552836827102660067338,13023249,1628943567,197,114890062832100000006
127580344702000000000,760265580566538416245652,760393160911240416245652,734484907319128959537300,734497230866303462044291,13016760,1628857151,309,114822310231800000006
127585060647000000000,756886265716724057206630,757013850777371057206630,731331118111440302322566,731343443975433091064604,13010305,1628770669,96,114826554582300000005
127849946646000000000,755295706208590848069354,755423556155236848069354,729905441451161589042960,729917794779351864485721,13003839,1628684465,212,115064951981400000007
126891784813000000000,751701498793289749288431,751828390578102749288431,726542421609444814988821,726554684224398021127434,12997365,1628598111,124,114202606331700000006
126814486297000000000,748717367649213475315900,748844182135510475315900,723768480919433900155553,723780737926253400541530,12990893,1628511577,168,114133037667300000004
126159880054000000000,746585876192335067104818,746712036072389067104818,721817775744585836211090,721829971340505609515396,12984388,1628425267,211,113543892048600000007
125951389806000000000,739936709851295964687904,740062661241101964687904,715498792152145475818992,715510969445467092985142,12977909,1628339140,214,113356250825400000006
124277220408000000000,736370957807615668020455,736495235028023668020455,712158961776815959018109,712170979048010926508121,12971391,1628252592,257,111849498367200000006
121533101746000000000,729602837086854741545711,729724370188600741545711,705719161324893029332065,705730915032266094931741,12964937,1628166119,54,109379791571400000007
119813806630000000000,727561037316307237771434,727680851122937237771434,703848502737686072019187,703860091905769309717183,12958674,1628080696,83,107832425967000000006
119461994495000000000,698645900265175819393326,698765362259670819393326,675979774138197679626390,675991330989327244483693,12952282,1627993244,157,107515795045500000007
118655394491000000000,696689568870830489276319,696808224265321489276319,674190237161707865225564,674201717748187777465220,12945933,1627907229,49,106789855041900000006
117775758680000000000,694584595801187837996398,694702371559867837996398,672255818428818062409974,672267215652233516045306,12939611,1627820927,86,105998182812000000005
116640667621000000000,686067519935501888891173,686184160603122888891173,664114142511779109211457,664125431614351732806317,12933294,1627734314,140,104976600858900000006
116440100202000000000,678261798821339029488660,678378238921541029488660,656659638297194683644599,656670909712187031149580,12926963,1627648145,143,104796090181800000009
115756114734000000000,676297526588137605386129,676413282702871605386129,654858789178601928959535,654869996115003773909899,12920687,1627561228,133,104180503260600000008
115558998318000000000,673187617681565658377486,673303176679883658377486,651948171054950659981849,651959360630949701485451,12914392,1627474731,79,104003098486200000006
115635449972000000000,672079809741656314283193,672195445191628314283193,650976103454463296604789,650987302163135033074507,12908052,1627388507,63,104071904974800000008
115162050435000000000,666663636572074474383267,666778798622509474383267,645830392652161177644219,645841547241507764302897,12901782,1627302044,139,103645845391500000006
114660020944000000000,665721949514693544531643,665836609535637544531643,645018102527721118904023,645029210217159308733288,12895393,1627215495,101,103194018849600000005
112226460683000000000,665097067521128578050416,665209293981811578050416,644510516877002356499019,644521390500558845954433,12888960,1627129442,131,101003814614700000007
111723212149000000000,664246975876036735307640,664358699088185735307640,643784176433669641928825,643795002941366884706411,12882607,1627042725,109,100550890934100000008
111817830676000000000,662990633609568845795903,663102451440244845795903,642664072912947586723886,642674910229886427025576,12876195,1626956930,100,100636047608400000006
112169434624000000000,653552991621934442377920,653665161056558442377920,633613636006081233988623,633624509050443766294950,12869777,1626870379,136,100952491161600000006
109526163508000000000,649206979717890004355450,649316505881398004355450,629495783443980445049142,629506401905159220464155,12863399,1626784165,103,98573547157200000006
106096456767000000000,645223357306150300323439,645329453762917300323439,625725699260457331193278,625735986776497623177924,12856986,1626697765,65,95486811090300000007
106297319616000000000,643938942459425291964518,644045239779041291964518,624572874116260062649318,624583182634061391154162,12850574,1626611051,52,95667587654400000005
106821077034000000000,643358691183819793649710,643465512260853793649710,624103321190371881295158,624113682040244464313447,12844297,1626525767,89,96138969330600000007
106820391329000000000,642278718936837422857524,642385539328166422857524,623148932900216125806250,623159295231822560277481,12837910,1626438590,88,96138352196100000007
106908548416000000000,639700104556690555680903,639807013105106555680903,620740472522090488805306,620750844957903653741999,12831523,1626351827,18,96217693574400000006
106733792424000000000,638309454901862698205519,638416188694286698205519,619484252721816410760787,619494609760102227864234,12825128,1626265627,125,96060413181600000006
107869888546000000000,637334483638204095370226,637442353526750095370226,618632255288676377831013,618642724144618262365078,12818751,1626178746,63,97082899691400000007
104668307640000000000,636457177669190288564808,636561845976830288564808,617872130565262047444709,617882290252659307362791,12812405,1626092228,68,94201476876000000007
104062018956000000000,636083601952991441364840,636187663971947441364840,617600384545990689876893,617610486878656452647772,12805944,1626005904,196,93655817060400000007
103697116024000000000,634424726991084853008720,634528424107108853008720,616080328423557870234342,616090396813709117305512,12799640,1625919959,116,93327404421600000007
100811727790000000000,626513686934079156607403,626614498661869156607403,608486143264330200144868,608495932939877742647857,12793107,1625833166,120,90730555011000000004
99305294582000000000,606374227919328929903418,606473533213910929903418,589012987782471169040487,589022632567088984946076,12786692,1625747229,149,89374765123800000006
98464626957000000000,605343752648230391624782,605442217275187391624782,588098097203321817272858,588107661749676934602187,12780234,1625660230,149,88618164261300000007
97703174249000000000,604546609774485153942252,604644312948734153942252,587409091890812665355396,587418583861385615392728,12773914,1625574580,89,87932856824100000005
97200783870000000000,602240223579629867595050,602337424363499867595050,585253087312456126332677,585262531848784838966279,12767451,1625487894,18,87480705483000000004
97535207413000000000,587299216524998287123987,587396751732411287123987,570818820614896670718095,570828299022187506774953,12760986,1625401337,34,87781686671700000006
98040057851000000000,585957417221754962047676,586055457279605962047676,569600434013196146085687,569609962905559846693674,12754699,1625316514,106,88236052065900000005
98117497442000000000,583051380572663585173291,583149498070105585173291,566861359982909108139719,566870897837962165893880,12748147,1625228349,131,88305747697800000006
98718371888000000000,557139141258757543066877,557237859630645543066877,541755024524417368783864,541764622242973281921996,12741770,1625142517,86,88846534699200000006
98583330077000000000,555459277307628542099371,555557860637705542099371,540207821215149211349223,540217407332951471281363,12735287,1625055434,59,88724997069300000005
98514253466000000000,541268631123936042491937,541367145377402042491937,526493041366207404563288,526502622297231089877143,12728933,1624969616,141,88662828119400000006
97619445448000000000,539826914946759207304974,539924534392207207304974,525176140420791038252309,525185635883076313711205,12722520,1624883290,30,87857500903200000006
97121063195000000000,539492640329076694021149,539589761392271694021149,524935974635508098079132,524945423157563976732081,12716051,1624796885,137,87408956875500000006
95577244336000000000,538911812913682516298768,539007390158018516298768,524454517715690091440961,524463817552269491423371,12709655,1624710158,25,86019519902400000003
94609444718000000000,538091925603792120843225,538186535048510120843225,523739489618652132873440,523748696755981830877779,12703246,1624623799,37,85148500246200000008
94503273772000000000,537445590965869431779636,537540094239641431779636,523193178899859517177793,523202377160234285050957,12696809,1624537433,135,85052946394800000007
94212155137000000000,536911656263699219423288,537005868418836219423288,522755945890862917650122,522765117267047909742209,12690341,1624450713,129,84790939623300000007
91256495767000000000,534839465971665804221220,534930722467432804221220,520818354490388976675506,520827239541627263408124,12684040,1624365343,174,82130846190300000005
88957295577000000000,532639543027657764517916,532728500323234764517916,518754066447198248794192,518762728970300981596946,12677595,1624278333,157,80061566019300000005
88291420484000000000,531167616064875934137134,531255907485359934137134,517397902176549622058492,517406501150097122299703,12671184,1624191566,51,79462278435600000004
87861916554000000000,530019178228937024258387,530107040145491024258387,516356261654451668249301,516364820077429905367772,12664790,1624105501,49,79075724898600000008
88386044855000000000,523322303194516926458036,523410689239371926458036,509909516557369700076482,509918127318938036620779,12658406,1624019530,136,79547440369500000007
77568100808000000000,521214742690501570041291,521292310791309570041291,507923994996621874040485,507931552999126609445166,12651942,1623932686,97,69811290727200000006
87860949145000000000,504590012933938472863179,504677873883083472863179,491800247048804348575806,491808809102146040571956,12645445,1623845858,45,79074854230500000007
87648310783000000000,500118747610113772105623,500206395920896772105623,487519198235510234038655,487527740905755697894186,12639032,1623759925,55,78883479704700000006
88142021653000000000,497881961469413087806082,497970103491066087806082,485416093010980127501074,485424685155932195391216,12632530,1623673371,72,79327819487700000007
87572314062000000000,495645226284137485017262,495732798598199485017262,483312202478067318835268,483320740447674100433079,12626133,1623587479,149,78815082655800000006
87229120063000000000,489292636934652846333893,489379866054715846333893,477194235874519915897568,477202741736354587126376,12619719,1623502009,85,78506208056700000005
86403583247000000000,485440715505737773031077,485527119088984773031077,473513398673480215496207,473521825387632850344306,12613214,1623414152,56,77763224922300000007
85695020325000000000,471501075942919810655268,471586770963244810655268,459991487697093402147093,459999846645782164142295,12606781,1623328261,88,77125518292500000007
86077695171000000000,465459312508795535303330,465545390203966535303330,454172785717385645727214,454181183366739904803561,12600365,1623242302,110,77469925653900000004
84057582278000000000,463231373775014906518906,463315431357292906518906,452072687781463779969654,452080889715613103967368,12593872,1623155447,40,75651824050200000005
82985063094000000000,460855921545723784918869,460938906608817784918869,449827344783537825610026,449835443388822889827057,12587378,1623068755,120,74686556784600000006
82747544627000000000,460103193062851558593535,460185940607478558593535,449165320183068727836097,449173396917368262647056,12580983,1622983093,30,74472790164300000006
83444327660000000000,459105939539322064984026,459189383866982064984026,448265088591310443334311,448273234654784022590748,12574405,1622895759,199,75099894894000000007
83389500472000000000,457747170369187261066481,457830559869659261066481,447011682370149296396427,447019824412888750997774,12567971,1622809817,159,75050550424800000007
83400465452000000000,456454911923977270024734,456538312389429270024734,445823031139216334494740,445831175587677279380028,12561506,1622722611,90,75060418906800000006
83531845506000000000,453854062804750491380496,453937594650256491380496,443356189333047194880897,443364347952789759958493,12555062,1622636422,118,75178660955400000007
84020163450000000000,451516337810265812299576,451600357973715812299576,441146406158428117883942,441154613831895691801841,12548520,1622549991,135,75618147105000000006
82538376044000000000,450246198750873049756282,450328737126917049756282,439978016711514062353291,439986080984035971445182,12542113,1622464019,61,74284538439600000004
82630291527000000000,443266016897749741151572,443348647189276741151572,433229694091923499220864,433237768676869958624966,12535690,1622377007,64,74367262374300000006
78407115749000000000,442649001773687743748172,442727408889436743748172,432695617932846846136611,432703281116911417667433,12529251,1622291145,76,70566404174100000007
74148768976000000000,441784981119391992071360,441859129888367992071360,431916258921835918318694,431923507068173642054709,12522831,1622205081,109,66733892078400000007
71176047200000000000,425875081790421199239218,425946257837621199239218,416424387066386477779914,416431345675969260312720,12516335,1622118017,37,64058442480000000008
71485553640000000000,422485555602989915143230,422557041156629915143230,413172987937439111575666,413179977857519311920300,12509886,1622031399,80,64336998276000000005
71813481569000000000,417883774251403793931500,417955587732972793931500,408735848077082405240185,408742871131565701274458,12503457,1621945200,370,64632133412100000005
71230893843000000000,413248895802499885383562,413320126696342885383562,404265136527992224592455,404272103685273304267674,12496989,1621859330,174,64107804458700000008
71520045006000000000,411673357786693545707559,411744877831699545707559,402786818394326829351170,402793814918952186579622,12490483,1621772385,154,64368040505400000005
71691057095000000000,360712172623743322012384,360783863680838322012384,352988830124957287114203,352995844475594372340296,12484057,1621685823,73,64521951385500000007
70361276652000000000,353311130158278912869004,353381491434930912869004,345808223403284981773918,345815108877803579461802,12477630,1621599407,101,63325148986800000007
69781267594000000000,351820303871455590567609,351890085139049590567609,344410525722852712753421,344417355662278255336475,12471279,1621513284,189,62803140834600000005
70272368923000000000,350961097874837145073540,351031370243760145073540,343631328795299483155678,343638208029743383686891,12464751,1621426517,153,63245132030700000006
70378106130000000000,350097657963965967396377,350168036070095967396377,342847939138560902510875,342854829965571072529172,12458341,1621340353,90,63340295517000000007
70572323292000000000,347913766567492960708364,347984338890784960708364,340771470958881638609395,340778382052129618236150,12451870,1621254293,166,63515090962800000008
70838138033000000000,346270685328400456644356,346341523466433456644356,339224565927751331298763,339231504318472588022319,12445445,1621167733,83,63754324229700000005
62569201553000000000,343295904459531163988802,343358473661084163988802,336365484054216744352858,336371613654883671376409,12438926,1621081189,147,56312281397700000005
53353199970000000000,340054193180242521852361,340107546380212521852361,333236264590113878063367,333241492201250691385199,12432452,1620994606,16,48017879973000000007
65247921943000000000,339212852738459652666990,339278100660402652666990,332469338391595898299434,332475732364738005089091,12426006,1620908653,179,58723129748700000005
60180462144000000000,336278037022120750901244,336338217484264750901244,329645952163182327193420,329651850571297347198241,12419565,1620821886,169,54162415929600000007
57113607212000000000,335798144600098702160016,335855258207310702160016,329225912682886811990462,329231511403992001282980,12413103,1620735588,162,51402246490800000005
58628194010000000000,334048933389815416757763,334107561583825416757763,327562669637776832936531,327568417710240091548040,12406554,1620649119,145,52765374609000000008
58748132014000000000,333673635837567298983316,333732383969581298983316,327246505950055050965278,327252266691382215187990,12400140,1620562982,145,52873318812600000006
57459425650000000000,326070247266614236610407,326127706692264236610407,319840289152699475135996,319845924418497643555049,12393649,1620476768,140,51713483085000000005
55829269244000000000,285374541813238104596788,285430371082482104596788,279971409658781915412491,279976885917277706470312,12387104,1620390083,130,50246342319600000007
54066445052000000000,274816119044440156997109,274870185489492156997109,269660633039728776388816,269665937317657798482348,12380746,1620304184,108,48659800546800000006
56469024275000000000,261861949141629699879598,261918418165904699879598,256999349039922414463720,257004890007783426246837,12374131,1620216975,139,50822121847500000007
56489019783000000000,259679787795546024205263,259736276815329024205263,254907605011978852685650,254913149017650437426178,12367743,1620131307,96,50840117804700000007
56569921209000000000,258811857065636631739298,258868426986845631739298,254105601696174072384889,254111154728719853704232,12361183,1620044433,120,50912929088100000005
